Date,Traffic Source,New vs Returning Visitors,Device Type,Browser Type,Operating System,Geographic Data - Country,Landing Page,Exit Page,Campaign,Page Views,Sessions,Bounce,Avg. Session Duration,Converted
2024-09-26,Direct,New,Desktop,Internet Explorer,Windows,Andhra Pradesh,Homepage,Product Page,Spring Sale,5,2,No,4.74,Yes
2024-08-24,Direct,New,Desktop,Chrome,Linux,Tamil Nadu,Product Page,Product Page,Spring Sale,2,5,No,4.15,No
2024-09-20,Direct,Returning,Mobile,Chrome,Android,Tamil Nadu,Homepage,Blog,Spring Sale,2,5,No,3.85,Yes
2024-09-09,Direct,Returning,Desktop,Chrome,Linux,Telangana,Checkout,Checkout,Product Launch,5,3,No,8.46,No
2024-08-10,Organic,New,Desktop,Safari,macOS,Telangana,Blog,Product Page,Spring Sale,9,2,No,3.17,No
2024-08-07,Direct,New,Tablet,Chrome,iOS,Andhra Pradesh,Homepage,Product Page,Product Launch,1,3,Yes,2.69,No
2024-08-19,Direct,Returning,Desktop,Safari,macOS,Telangana,Checkout,Product Page,Holiday Discounts,4,3,No,7.11,No
2024-08-27,Organic,New,Desktop,Chrome,Linux,Andhra Pradesh,Contact Us,Product Page,Product Launch,8,5,No,5.31,No
2024-09-13,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Product Page,Spring Sale,7,6,No,8.49,Yes
2024-07-21,Direct,New,Desktop,Chrome,Linux,Delhi,Homepage,Product Page,Newsletter,8,2,No,6.12,Yes
2024-10-14,Organic,New,Mobile,Firefox,iOS,Maharashtra,Blog,Blog,Holiday Discounts,6,7,No,6.66,No
2024-09-12,Direct,New,Mobile,Chrome,Android,Assam,Homepage,Contact Us,Holiday Discounts,7,3,Yes,9.05,No
2024-10-06,Direct,Returning,Mobile,Firefox,iOS,Maharashtra,Homepage,Product Page,Newsletter,5,2,No,5.69,No
2024-09-14,Direct,New,Mobile,Safari,iOS,Maharashtra,Product Page,Contact Us,Newsletter,4,2,No,2.06,Yes
2024-08-03,Organic,New,Mobile,Edge,Windows,West Bengal,Product Page,Checkout,Holiday Discounts,5,2,No,6.58,Yes
2024-08-12,Direct,Returning,Mobile,Firefox,iOS,Tamil Nadu,Blog,Product Page,Spring Sale,1,4,No,7.97,Yes
2024-09-01,Paid,New,Mobile,Safari,iOS,Madhya Pradesh,Homepage,Homepage,Product Launch,7,1,Yes,6.99,Yes
2024-10-08,Direct,New,Mobile,Chrome,Android,Andhra Pradesh,Checkout,Blog,Product Launch,3,1,No,6.03,No
2024-09-17,Organic,New,Mobile,Chrome,Android,Madhya Pradesh,Checkout,Homepage,Holiday Discounts,2,2,No,8.65,No
2024-09-04,Direct,Returning,Mobile,Chrome,Android,Haryana,Homepage,Product Page,Newsletter,3,3,Yes,4.07,Yes
2024-07-30,Organic,Returning,Mobile,Chrome,Android,Gujarat,Homepage,Blog,Holiday Discounts,5,4,No,4.54,No
2024-07-21,Paid,New,Mobile,Chrome,Android,Odisha,Homepage,Product Page,Product Launch,5,3,No,5.39,Yes
2024-08-08,Organic,New,Mobile,Chrome,Android,Karnataka,Contact Us,Product Page,Holiday Discounts,5,3,No,7.08,Yes
2024-10-06,Direct,Returning,Mobile,Safari,iOS,Tamil Nadu,Product Page,Product Page,Holiday Discounts,2,2,No,3.31,No
2024-10-09,Direct,Returning,Desktop,Chrome,Windows,Andhra Pradesh,Checkout,Product Page,Spring Sale,2,2,No,8.09,Yes
2024-08-10,Paid,Returning,Mobile,Firefox,Android,Andhra Pradesh,Homepage,Homepage,Holiday Discounts,3,0,Yes,3.85,No
2024-09-30,Organic,Returning,Desktop,Chrome,Linux,Tamil Nadu,Homepage,Homepage,Holiday Discounts,6,3,No,1.73,Yes
2024-08-20,Direct,New,Desktop,Chrome,macOS,Andhra Pradesh,Blog,Homepage,Spring Sale,4,3,Yes,6.27,Yes
2024-07-20,Direct,New,Mobile,Firefox,Android,Tamil Nadu,Homepage,Product Page,Product Launch,1,0,Yes,3.48,No
2024-08-22,Direct,New,Desktop,Chrome,macOS,Odisha,Homepage,Product Page,Product Launch,14,1,No,7.86,No
2024-10-03,Organic,Returning,Desktop,Chrome,macOS,Nagaland,Homepage,Product Page,Newsletter,5,2,Yes,5.68,No
2024-08-20,Referral,New,Mobile,Internet Explorer,Windows,Rajasthan,Homepage,Product Page,Holiday Discounts,5,2,No,9.20,No
2024-07-26,Direct,Returning,Desktop,Edge,Windows,Maharashtra,Homepage,Homepage,Spring Sale,5,1,Yes,4.75,Yes
2024-09-13,Direct,New,Mobile,Firefox,Android,Maharashtra,Homepage,Product Page,Spring Sale,7,2,No,1.57,No
2024-09-01,Referral,New,Mobile,Firefox,Android,Arunachal Pradesh,Blog,Homepage,Spring Sale,3,3,Yes,3.98,Yes
2024-09-04,Organic,New,Desktop,Chrome,macOS,Rajasthan,Checkout,Homepage,Product Launch,0,1,No,1.94,Yes
2024-09-08,Organic,New,Mobile,Edge,Windows,Karnataka,Homepage,Homepage,Newsletter,6,1,No,9.43,No
2024-09-17,Organic,Returning,Desktop,Safari,macOS,Andaman and Nicobar Islands,Contact Us,Product Page,Product Launch,1,2,No,4.44,Yes
2024-10-14,Direct,Returning,Desktop,Chrome,macOS,Telangana,Homepage,Blog,Spring Sale,6,3,No,9.95,Yes
2024-07-28,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Checkout,Newsletter,3,1,Yes,4.55,No
2024-10-11,Organic,New,Mobile,Chrome,Android,Odisha,Homepage,Checkout,Holiday Discounts,6,1,Yes,2.69,No
2024-08-03,Paid,New,Tablet,Chrome,Windows,Telangana,Homepage,Homepage,Spring Sale,3,2,No,4.02,Yes
2024-08-03,Direct,New,Mobile,Chrome,Android,Rajasthan,Homepage,Product Page,Holiday Discounts,3,3,No,8.27,No
2024-08-27,Organic,New,Desktop,Chrome,macOS,Odisha,Homepage,Product Page,Newsletter,5,1,Yes,9.18,No
2024-10-04,Organic,Returning,Mobile,Safari,iOS,Kerala,Product Page,Blog,Spring Sale,6,1,No,2.58,No
2024-08-29,Direct,New,Desktop,Edge,Windows,Tamil Nadu,Product Page,Product Page,Holiday Discounts,10,1,Yes,8.14,No
2024-09-15,Direct,New,Desktop,Chrome,macOS,Maharashtra,Homepage,Homepage,Holiday Discounts,3,5,No,3.54,No
2024-08-16,Referral,New,Desktop,Chrome,macOS,Maharashtra,Homepage,Product Page,Newsletter,6,3,No,2.84,Yes
2024-08-05,Organic,Returning,Desktop,Safari,macOS,Jammu and Kashmir,Homepage,Product Page,Holiday Discounts,3,3,No,4.72,No
2024-10-13,Organic,New,Desktop,Chrome,macOS,Maharashtra,Product Page,Blog,Newsletter,6,3,Yes,5.76,Yes
2024-08-09,Organic,New,Mobile,Chrome,Android,Haryana,Homepage,Homepage,Spring Sale,3,1,Yes,5.47,Yes
2024-09-07,Direct,Returning,Mobile,Firefox,Android,Dadra and Nagar Haveli,Homepage,Product Page,Holiday Discounts,10,3,Yes,2.73,No
2024-08-09,Direct,Returning,Mobile,Chrome,Android,Punjab,Homepage,Product Page,Holiday Discounts,9,5,No,6.47,Yes
2024-08-04,Direct,New,Mobile,Safari,iOS,Arunachal Pradesh,Homepage,Product Page,Product Launch,3,4,No,9.47,Yes
2024-07-27,Organic,Returning,Desktop,Firefox,macOS,Nagaland,Homepage,Homepage,Holiday Discounts,2,0,Yes,6.97,No
2024-08-28,Organic,New,Desktop,Chrome,macOS,Tamil Nadu,Product Page,Product Page,Spring Sale,2,1,No,7.95,No
2024-07-16,Direct,New,Tablet,Safari,Windows,Uttar Pradesh,Homepage,Homepage,Spring Sale,5,6,No,4.26,No
2024-08-23,Organic,Returning,Mobile,Chrome,Android,Jharkhand,Homepage,Homepage,Product Launch,4,1,No,8.02,Yes
2024-09-06,Organic,New,Tablet,Chrome,Windows,Gujarat,Homepage,Product Page,Product Launch,3,3,No,2.19,Yes
2024-08-02,Organic,New,Desktop,Internet Explorer,Windows,West Bengal,Homepage,Checkout,Holiday Discounts,7,4,No,6.12,Yes
2024-08-03,Organic,New,Mobile,Chrome,Android,Andhra Pradesh,Contact Us,Checkout,Holiday Discounts,2,3,No,3.79,No
2024-09-09,Referral,Returning,Mobile,Chrome,Android,Andhra Pradesh,Checkout,Checkout,Holiday Discounts,7,3,Yes,9.75,No
2024-07-16,Organic,Returning,Desktop,Chrome,macOS,Uttar Pradesh,Homepage,Checkout,Holiday Discounts,2,2,No,9.77,No
2024-07-16,Organic,New,Desktop,Chrome,macOS,Uttar Pradesh,Homepage,Homepage,Spring Sale,7,3,No,9.32,No
2024-09-14,Direct,Returning,Mobile,Chrome,Android,Haryana,Product Page,Product Page,Spring Sale,9,4,No,1.13,No
2024-08-16,Organic,New,Desktop,Chrome,macOS,Bihar,Product Page,Contact Us,Spring Sale,6,4,No,5.31,Yes
2024-09-23,Direct,New,Desktop,Safari,macOS,Maharashtra,Homepage,Homepage,Product Launch,10,2,No,9.95,No
2024-09-12,Organic,New,Desktop,Chrome,macOS,Assam,Homepage,Homepage,Spring Sale,6,1,No,5.83,No
2024-08-29,Organic,New,Desktop,Firefox,macOS,Maharashtra,Contact Us,Contact Us,Newsletter,6,5,No,4.04,Yes
2024-08-14,Direct,New,Mobile,Safari,iOS,Gujarat,Blog,Product Page,Product Launch,5,4,No,2.88,Yes
2024-10-08,Direct,New,Mobile,Chrome,Android,Maharashtra,Homepage,Homepage,Product Launch,3,4,Yes,1.98,Yes
2024-09-25,Organic,Returning,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Product Page,Spring Sale,6,1,Yes,7.64,Yes
2024-08-26,Organic,New,Mobile,Internet Explorer,Windows,Maharashtra,Homepage,Checkout,Product Launch,3,5,Yes,9.67,Yes
2024-08-05,Paid,New,Mobile,Chrome,Android,Jharkhand,Product Page,Product Page,Holiday Discounts,6,5,Yes,4.31,No
2024-09-21,Organic,Returning,Mobile,Chrome,Android,Telangana,Blog,Product Page,Product Launch,5,5,No,5.83,Yes
2024-08-13,Paid,New,Mobile,Safari,iOS,Maharashtra,Product Page,Checkout,Spring Sale,4,3,No,2.22,No
2024-08-11,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Homepage,Product Page,Spring Sale,3,0,Yes,7.13,No
2024-07-18,Direct,New,Mobile,Chrome,Android,Madhya Pradesh,Homepage,Checkout,Spring Sale,7,4,Yes,4.41,Yes
2024-08-02,Direct,New,Mobile,Chrome,iOS,Rajasthan,Homepage,Product Page,Spring Sale,4,3,No,8.61,No
2024-09-17,Organic,New,Desktop,Chrome,macOS,Uttar Pradesh,Blog,Product Page,Spring Sale,1,0,Yes,6.52,No
2024-07-20,Organic,New,Desktop,Chrome,macOS,Maharashtra,Homepage,Product Page,Spring Sale,6,4,Yes,1.30,No
2024-08-01,Organic,New,Desktop,Chrome,macOS,Tamil Nadu,Blog,Blog,Holiday Discounts,5,4,No,6.34,No
2024-08-25,Organic,New,Mobile,Chrome,iOS,Punjab,Homepage,Checkout,Product Launch,4,2,Yes,3.21,No
2024-08-21,Organic,New,Desktop,Safari,macOS,Rajasthan,Product Page,Checkout,Holiday Discounts,6,3,No,5.00,No
2024-09-12,Organic,New,Mobile,Chrome,iOS,Haryana,Homepage,Homepage,Product Launch,5,7,No,5.45,Yes
2024-09-13,Organic,New,Desktop,Chrome,Windows,Uttar Pradesh,Product Page,Homepage,Product Launch,8,1,No,3.81,Yes
2024-09-19,Organic,New,Mobile,Firefox,Android,Uttar Pradesh,Checkout,Checkout,Holiday Discounts,5,4,Yes,3.40,No
2024-09-18,Organic,New,Mobile,Firefox,Android,Madhya Pradesh,Blog,Homepage,Newsletter,3,1,Yes,6.54,Yes
2024-08-31,Organic,New,Mobile,Chrome,iOS,Bihar,Blog,Product Page,Holiday Discounts,4,2,Yes,8.91,No
2024-08-21,Organic,New,Desktop,Chrome,Windows,Odisha,Product Page,Product Page,Holiday Discounts,3,4,No,9.28,Yes
2024-07-23,Direct,Returning,Mobile,Chrome,iOS,Haryana,Checkout,Product Page,Product Launch,4,2,No,2.13,Yes
2024-08-30,Organic,New,Mobile,Safari,iOS,Maharashtra,Contact Us,Checkout,Spring Sale,6,3,No,6.94,Yes
2024-09-14,Direct,Returning,Desktop,Chrome,Windows,Karnataka,Blog,Product Page,Holiday Discounts,6,7,Yes,6.35,No
2024-08-06,Paid,New,Mobile,Firefox,Android,Maharashtra,Homepage,Product Page,Newsletter,5,3,No,7.09,No
2024-10-05,Direct,New,Desktop,Chrome,Windows,Chhattisgarh,Homepage,Product Page,Newsletter,4,3,No,8.82,Yes
2024-09-15,Organic,New,Mobile,Chrome,iOS,Goa,Homepage,Homepage,Product Launch,8,4,Yes,8.48,Yes
2024-08-18,Organic,Returning,Mobile,Firefox,Android,Uttar Pradesh,Contact Us,Product Page,Holiday Discounts,4,1,Yes,4.18,Yes
2024-07-28,Organic,New,Desktop,Chrome,Windows,Maharashtra,Homepage,Contact Us,Holiday Discounts,6,4,No,5.93,Yes
2024-07-16,Organic,Returning,Mobile,Safari,iOS,Karnataka,Homepage,Homepage,Holiday Discounts,4,7,No,7.63,No
2024-10-05,Organic,New,Mobile,Firefox,Android,Karnataka,Checkout,Product Page,Holiday Discounts,9,2,No,5.00,Yes
2024-08-08,Organic,New,Desktop,Edge,Windows,Uttar Pradesh,Checkout,Contact Us,Product Launch,7,5,Yes,1.96,Yes
2024-08-31,Referral,Returning,Mobile,Chrome,iOS,Uttar Pradesh,Homepage,Homepage,Spring Sale,6,3,No,7.38,Yes
2024-09-05,Direct,Returning,Mobile,Chrome,iOS,Rajasthan,Contact Us,Contact Us,Newsletter,5,5,Yes,6.69,Yes
2024-08-22,Direct,New,Mobile,Chrome,iOS,Gujarat,Homepage,Homepage,Holiday Discounts,5,4,Yes,1.82,No
2024-09-19,Direct,New,Mobile,Chrome,iOS,Rajasthan,Homepage,Homepage,Spring Sale,1,0,Yes,4.57,No
2024-09-05,Direct,New,Mobile,Chrome,Android,Assam,Homepage,Checkout,Spring Sale,7,2,Yes,3.93,No
2024-07-22,Organic,New,Desktop,Chrome,Windows,Karnataka,Homepage,Product Page,Spring Sale,3,0,Yes,4.62,No
2024-08-26,Organic,New,Mobile,Chrome,Android,Karnataka,Checkout,Checkout,Spring Sale,6,5,Yes,3.54,Yes
2024-09-16,Paid,New,Desktop,Firefox,macOS,Telangana,Product Page,Checkout,Holiday Discounts,4,8,No,5.96,No
2024-09-05,Direct,Returning,Mobile,Chrome,Android,Andhra Pradesh,Contact Us,Blog,Newsletter,9,1,No,5.22,Yes
2024-09-26,Direct,Returning,Desktop,Chrome,Windows,Telangana,Homepage,Contact Us,Product Launch,5,4,Yes,6.13,Yes
2024-10-04,Direct,New,Mobile,Safari,iOS,Karnataka,Homepage,Product Page,Spring Sale,5,2,No,9.64,No
2024-09-07,Direct,New,Mobile,Safari,iOS,West Bengal,Homepage,Product Page,Spring Sale,5,6,Yes,8.13,No
2024-08-18,Direct,New,Mobile,Edge,Windows,Uttar Pradesh,Product Page,Checkout,Holiday Discounts,4,3,No,5.30,No
2024-09-25,Organic,New,Desktop,Firefox,macOS,Punjab,Product Page,Checkout,Holiday Discounts,3,5,Yes,4.23,Yes
2024-08-20,Direct,New,Desktop,Chrome,Windows,Maharashtra,Contact Us,Blog,Product Launch,3,2,Yes,7.86,Yes
2024-08-16,Organic,New,Mobile,Chrome,Android,Jammu and Kashmir,Homepage,Product Page,Spring Sale,6,3,No,6.11,Yes
2024-08-12,Organic,New,Tablet,Chrome,Windows,Rajasthan,Homepage,Checkout,Holiday Discounts,6,1,No,5.90,Yes
2024-09-21,Direct,Returning,Mobile,Safari,iOS,West Bengal,Checkout,Contact Us,Holiday Discounts,1,1,No,5.82,Yes
2024-09-26,Organic,New,Desktop,Safari,macOS,Karnataka,Checkout,Checkout,Holiday Discounts,5,2,No,6.71,Yes
2024-10-01,Organic,New,Tablet,Safari,iOS,Maharashtra,Homepage,Checkout,Spring Sale,3,3,No,3.23,No
2024-09-24,Organic,New,Mobile,Chrome,Android,Karnataka,Contact Us,Checkout,Spring Sale,2,3,No,8.77,Yes
2024-08-03,Organic,New,Desktop,Safari,macOS,Rajasthan,Homepage,Product Page,Holiday Discounts,7,3,Yes,7.79,No
2024-10-10,Direct,Returning,Mobile,Firefox,Android,Kerala,Homepage,Checkout,Holiday Discounts,3,0,Yes,5.71,No
2024-08-02,Organic,New,Mobile,Chrome,Android,Maharashtra,Checkout,Homepage,Spring Sale,6,4,Yes,4.10,Yes
2024-09-03,Organic,New,Mobile,Chrome,Android,Rajasthan,Homepage,Checkout,Holiday Discounts,4,1,Yes,4.42,No
2024-08-19,Paid,New,Desktop,Internet Explorer,Windows,Maharashtra,Homepage,Blog,Spring Sale,1,2,No,3.73,No
2024-09-13,Organic,New,Tablet,Chrome,iOS,Maharashtra,Product Page,Homepage,Newsletter,3,1,No,4.93,Yes
2024-08-13,Organic,Returning,Desktop,Chrome,Windows,Assam,Homepage,Homepage,Spring Sale,4,3,No,1.59,No
2024-09-13,Organic,New,Desktop,Chrome,Windows,Punjab,Blog,Product Page,Product Launch,2,0,Yes,3.65,No
2024-10-09,Direct,Returning,Desktop,Edge,Windows,Uttar Pradesh,Homepage,Blog,Holiday Discounts,8,4,No,4.72,No
2024-09-20,Organic,New,Desktop,Chrome,Windows,Karnataka,Product Page,Homepage,Spring Sale,4,1,No,1.04,No
2024-09-12,Organic,Returning,Desktop,Firefox,Windows,Maharashtra,Contact Us,Checkout,Newsletter,7,3,Yes,8.24,Yes
2024-07-29,Organic,Returning,Mobile,Firefox,Android,Telangana,Checkout,Contact Us,Holiday Discounts,4,1,Yes,9.04,Yes
2024-10-10,Organic,New,Mobile,Safari,iOS,Maharashtra,Homepage,Product Page,Spring Sale,2,0,Yes,8.63,No
2024-10-03,Organic,Returning,Mobile,Chrome,Android,West Bengal,Checkout,Homepage,Spring Sale,4,4,No,6.01,Yes
2024-08-16,Organic,New,Mobile,Edge,Windows,Maharashtra,Contact Us,Product Page,Holiday Discounts,8,6,No,5.67,Yes
2024-07-19,Direct,New,Mobile,Safari,iOS,Tamil Nadu,Checkout,Contact Us,Spring Sale,4,4,No,5.75,Yes
2024-07-21,Direct,New,Desktop,Chrome,Windows,Uttar Pradesh,Checkout,Product Page,Product Launch,3,3,No,1.16,No
2024-08-07,Direct,Returning,Mobile,Chrome,Android,Maharashtra,Homepage,Product Page,Holiday Discounts,5,4,Yes,3.57,Yes
2024-07-25,Referral,New,Desktop,Internet Explorer,Windows,Nagaland,Product Page,Homepage,Spring Sale,0,3,Yes,4.96,No
2024-09-30,Direct,New,Desktop,Chrome,Windows,Maharashtra,Homepage,Checkout,Product Launch,4,2,Yes,9.03,Yes
2024-08-06,Direct,New,Mobile,Chrome,Android,Karnataka,Homepage,Homepage,Holiday Discounts,6,1,No,5.63,Yes
2024-10-02,Direct,Returning,Desktop,Chrome,Windows,West Bengal,Product Page,Product Page,Spring Sale,3,6,Yes,8.23,Yes
2024-08-13,Organic,New,Mobile,Chrome,Android,Rajasthan,Homepage,Blog,Holiday Discounts,5,5,No,9.22,Yes
2024-09-04,Direct,Returning,Mobile,Chrome,Android,Haryana,Homepage,Product Page,Spring Sale,3,2,Yes,8.61,Yes
2024-10-07,Organic,Returning,Mobile,Chrome,Android,Haryana,Checkout,Blog,Product Launch,2,1,No,6.23,Yes
2024-08-22,Organic,New,Mobile,Internet Explorer,Windows,Karnataka,Product Page,Contact Us,Product Launch,4,3,No,2.39,Yes
2024-09-17,Organic,New,Mobile,Chrome,Android,Jammu and Kashmir,Homepage,Checkout,Newsletter,3,2,No,4.26,Yes
2024-08-11,Direct,Returning,Mobile,Chrome,Android,Gujarat,Homepage,Product Page,Product Launch,5,7,Yes,8.34,No
2024-07-20,Referral,New,Tablet,Chrome,Windows,Andhra Pradesh,Homepage,Homepage,Spring Sale,5,2,No,1.18,Yes
2024-10-01,Referral,New,Mobile,Chrome,Android,Andhra Pradesh,Blog,Checkout,Spring Sale,6,1,Yes,1.12,No
2024-09-20,Referral,New,Desktop,Chrome,Windows,Jammu and Kashmir,Homepage,Blog,Spring Sale,6,2,Yes,5.98,No
2024-08-01,Paid,New,Mobile,Safari,iOS,Maharashtra,Homepage,Blog,Holiday Discounts,6,3,No,4.91,Yes
2024-09-23,Organic,Returning,Mobile,Safari,iOS,Maharashtra,Homepage,Product Page,Holiday Discounts,3,3,No,7.71,No
2024-07-26,Referral,New,Desktop,Chrome,Windows,Maharashtra,Product Page,Product Page,Holiday Discounts,4,2,Yes,3.51,No
2024-08-30,Paid,Returning,Desktop,Firefox,Windows,Goa,Product Page,Contact Us,Holiday Discounts,2,2,Yes,6.41,No
2024-08-07,Organic,Returning,Mobile,Edge,Windows,Tamil Nadu,Homepage,Product Page,Spring Sale,6,2,No,4.43,No
2024-09-05,Direct,New,Mobile,Chrome,Android,Telangana,Homepage,Homepage,Product Launch,3,3,Yes,9.16,Yes
2024-09-20,Organic,Returning,Mobile,Safari,iOS,Maharashtra,Homepage,Product Page,Newsletter,2,2,No,9.61,No
2024-09-21,Direct,New,Mobile,Chrome,Android,Telangana,Homepage,Product Page,Spring Sale,5,2,Yes,7.33,No
2024-08-05,Organic,New,Desktop,Chrome,Windows,Punjab,Contact Us,Product Page,Product Launch,4,3,Yes,5.94,No
2024-07-19,Organic,New,Desktop,Chrome,Windows,Maharashtra,Contact Us,Checkout,Product Launch,5,5,No,8.29,Yes
2024-08-28,Direct,New,Mobile,Chrome,Android,Uttar Pradesh,Checkout,Contact Us,Product Launch,5,2,No,1.44,No
2024-08-31,Organic,Returning,Mobile,Safari,iOS,Gujarat,Contact Us,Product Page,Newsletter,4,3,No,3.85,No
2024-10-10,Direct,New,Desktop,Chrome,Windows,Maharashtra,Blog,Product Page,Holiday Discounts,6,3,Yes,6.79,Yes
2024-08-09,Paid,Returning,Tablet,Safari,iOS,Sikkim,Homepage,Homepage,Holiday Discounts,2,3,No,3.92,Yes
2024-08-14,Direct,New,Mobile,Chrome,Android,Uttar Pradesh,Blog,Contact Us,Spring Sale,9,2,Yes,1.54,Yes
2024-08-11,Organic,Returning,Mobile,Firefox,Android,Andhra Pradesh,Homepage,Checkout,Holiday Discounts,5,2,No,2.45,Yes
2024-08-15,Direct,Returning,Desktop,Chrome,Windows,Tamil Nadu,Homepage,Homepage,Holiday Discounts,4,3,No,6.18,Yes
2024-09-29,Organic,New,Mobile,Chrome,Android,Andhra Pradesh,Homepage,Contact Us,Newsletter,3,3,Yes,8.73,No
2024-10-02,Referral,New,Desktop,Safari,macOS,Maharashtra,Product Page,Blog,Product Launch,2,0,Yes,7.54,No
2024-07-16,Referral,New,Desktop,Chrome,Windows,Haryana,Product Page,Blog,Holiday Discounts,7,1,Yes,1.72,No
2024-09-07,Referral,Returning,Mobile,Chrome,Android,Mizoram,Homepage,Checkout,Spring Sale,4,2,Yes,6.07,Yes
2024-08-18,Paid,New,Mobile,Chrome,Android,Punjab,Homepage,Homepage,Holiday Discounts,1,0,Yes,6.85,No
2024-09-01,Organic,New,Desktop,Firefox,Windows,Uttar Pradesh,Product Page,Product Page,Product Launch,8,3,No,5.62,Yes
2024-07-28,Organic,New,Mobile,Chrome,Android,Maharashtra,Homepage,Homepage,Holiday Discounts,3,6,Yes,9.59,No
2024-08-02,Organic,Returning,Desktop,Firefox,Windows,Andhra Pradesh,Product Page,Product Page,Spring Sale,4,4,No,9.08,No
2024-10-14,Direct,New,Mobile,Chrome,Android,West Bengal,Homepage,Homepage,Spring Sale,3,0,Yes,6.77,No
2024-08-31,Organic,New,Desktop,Chrome,macOS,Puducherry,Product Page,Product Page,Newsletter,6,4,No,5.78,No
2024-08-01,Direct,New,Mobile,Safari,iOS,Haryana,Checkout,Blog,Spring Sale,6,1,No,3.47,Yes
2024-08-28,Direct,Returning,Desktop,Chrome,macOS,Maharashtra,Homepage,Checkout,Spring Sale,3,0,Yes,6.60,No
2024-09-14,Referral,New,Desktop,Chrome,macOS,Maharashtra,Checkout,Contact Us,Spring Sale,6,3,No,9.12,Yes
2024-09-11,Direct,New,Desktop,Chrome,macOS,Punjab,Homepage,Product Page,Spring Sale,5,3,No,3.03,Yes
2024-09-11,Organic,Returning,Mobile,Safari,iOS,Manipur,Product Page,Homepage,Holiday Discounts,1,2,Yes,5.21,Yes
2024-07-30,Organic,New,Mobile,Safari,iOS,Andhra Pradesh,Homepage,Product Page,Product Launch,9,4,No,8.21,No
2024-09-16,Paid,New,Tablet,Safari,iOS,Tamil Nadu,Contact Us,Blog,Spring Sale,6,3,Yes,4.81,Yes
2024-07-23,Organic,New,Desktop,Chrome,macOS,Uttar Pradesh,Homepage,Homepage,Product Launch,6,5,Yes,5.96,Yes
2024-07-20,Referral,New,Mobile,Chrome,Android,Maharashtra,Homepage,Homepage,Spring Sale,9,2,No,8.88,Yes
2024-08-29,Paid,New,Desktop,Chrome,Linux,Uttar Pradesh,Homepage,Contact Us,Holiday Discounts,4,3,Yes,4.21,Yes
2024-08-09,Organic,New,Desktop,Chrome,Linux,Maharashtra,Checkout,Checkout,Holiday Discounts,7,4,Yes,7.45,No
2024-08-17,Organic,New,Mobile,Safari,iOS,Gujarat,Homepage,Homepage,Holiday Discounts,3,2,No,9.03,Yes
2024-09-22,Direct,New,Desktop,Chrome,Linux,Manipur,Checkout,Checkout,Holiday Discounts,2,4,No,2.92,No
2024-08-27,Direct,New,Mobile,Firefox,Windows,Maharashtra,Checkout,Product Page,Holiday Discounts,3,1,Yes,1.16,No
2024-07-17,Referral,New,Desktop,Safari,macOS,Karnataka,Homepage,Contact Us,Holiday Discounts,3,4,Yes,3.37,Yes
2024-08-14,Organic,New,Desktop,Chrome,Linux,Telangana,Checkout,Product Page,Spring Sale,7,5,No,7.65,Yes
2024-09-26,Organic,Returning,Mobile,Chrome,Android,Gujarat,Product Page,Blog,Product Launch,7,4,Yes,3.63,Yes
2024-08-08,Organic,New,Mobile,Safari,iOS,Maharashtra,Homepage,Product Page,Newsletter,4,5,Yes,9.63,No
2024-09-12,Direct,New,Desktop,Chrome,Linux,Maharashtra,Product Page,Homepage,Newsletter,7,5,Yes,6.14,Yes
2024-08-16,Organic,New,Mobile,Chrome,Android,Jammu and Kashmir,Homepage,Product Page,Holiday Discounts,3,5,No,3.54,No
2024-07-21,Organic,New,Mobile,Chrome,Android,Uttar Pradesh,Blog,Checkout,Spring Sale,3,1,Yes,9.16,Yes
2024-08-23,Referral,New,Tablet,Safari,Linux,Rajasthan,Homepage,Checkout,Holiday Discounts,3,4,No,1.76,No
2024-09-10,Organic,Returning,Desktop,Chrome,Linux,Tamil Nadu,Product Page,Product Page,Newsletter,9,5,No,8.31,No
2024-10-06,Organic,Returning,Mobile,Chrome,Android,Arunachal Pradesh,Homepage,Homepage,Spring Sale,3,0,Yes,6.10,No
2024-09-07,Organic,New,Desktop,Firefox,Windows,Gujarat,Homepage,Homepage,Holiday Discounts,4,2,No,7.86,No
2024-08-03,Direct,New,Mobile,Internet Explorer,Windows,Uttar Pradesh,Product Page,Blog,Spring Sale,5,3,No,6.18,No
2024-07-21,Referral,New,Mobile,Chrome,Android,Tamil Nadu,Product Page,Product Page,Product Launch,4,3,No,2.41,No
2024-07-25,Organic,New,Mobile,Chrome,Android,Madhya Pradesh,Product Page,Product Page,Holiday Discounts,4,2,Yes,6.75,No
2024-09-14,Organic,Returning,Mobile,Safari,iOS,Maharashtra,Checkout,Checkout,Holiday Discounts,6,3,No,1.78,No
2024-10-06,Direct,New,Mobile,Chrome,Android,Maharashtra,Homepage,Checkout,Newsletter,6,6,No,6.13,No
2024-08-31,Direct,New,Desktop,Edge,Windows,Andhra Pradesh,Blog,Product Page,Holiday Discounts,3,2,No,9.40,Yes
